Video_ID,Raw_Title,Clean_Title,Uploader,Lyric
Jg4ZeCynSmE,MONSTAR - BABY I TOLD U | Official Music Video,BABY I TOLD U,ST.319 Entertainment,"4 Contributors
Baby I Told U Lyrics
Cứ nắm lấy đôi tay ai của em
Hãy cứ nghĩ tốt ai kia đối với em
Cứ bước tiếp say mê trong phút giây
Để rồi sẽ đến một ngày
Đã suốt bấy lâu nay có thấy vui
Nước mắt khẽ ướt đôi mi em có vui ?
Dẫu cố níu cơn mơ kia mỗi đêm thì ai kia có đến bên em
Vì anh đã thấy chính anh ta trao cho ai chiếc hôn
Người đó chẳng phải em đâu
Mặc dù đem hết phút giây đêm qua để nói với em
Nhưng có lẽ em chẳng tin
Là do em thôi đó, baby I Told You
Là do em thôi đó, baby I Told You
Là do em thôi đó, baby I Told You
Để giờ này người ta theo ai đó
Cứ nắm lấy đôi tay ai của em
Hãy cứ nghĩ tốt ai kia đối với em
Cứ bước tiếp say mê trong phút giây
Để rồi sẽ đến một ngày
Đã suốt bấy lâu nay có thấy vui
Nước mắt khẽ ướt đôi mi em có vui ?
Dẫu cố níu cơn mơ kia mỗi đêm thì ai kia có đến bên em

Vì anh đã thấy chính anh ta trao cho ai chiếc hôn
Người đó chẳng phải em đâu
Mặc dù đem hết phút giây đêm qua để nói với em
Nhưng có lẽ em chẳng tin
Là do em thôi đó, baby I Told You
Là do em thôi đó, baby I Told You
Là do em thôi đó, baby I Told You
Để giờ này người ta theo ai đó
Xin hãy nghe những gì anh nói vào tối qua
Xin đừng tin những lời mật ngọt làm dối ta
Nơi quầy bar đèn hoa lấp lánh đêm hôm qua
Anh ta tay nắm tay ôm hoa
Và anh đã thấy tất cả mọi thứ chứ không nôm na
Vì sao lại thế ?
Em yêu người ta đã suốt bấy lâu
Niềm tin đã trao mà sao điều em thầm mong thì chẳng thấy đâu
Chỉ nghĩ đến em nên chắc là cũng phải ngồi chờ thêm bia
Mà thôi hãy ngủ đi em đừng trở về đêm khuya
Cứ nắm lấy đôi tay ai của em
Hãy cứ nghĩ tốt ai kia đối với em

Là do em thôi đó, baby I Told You
Là do em thôi đó, baby I Told You
Là do em thôi đó, baby I Told You
Để giờ này người ta theo ai đó
Vì sao em không thấy
Baby I Told U
Một lời anh muốn nói
Baby I Need U
Vì sao em không thấy
Baby I Told U
Để giờ này người ta theo ai đó"
kjNyRO1XBUU,NGUYENN | ĐI QUA CƠN GIÔNG CỦA CHÍNH MÌNH | OFFICIAL MV,,Nguyên Trần Official,"19 người đóng góp
Bản dịch
tiếng Nhật
RADWIMPS - Nandemonaiya (Phiên bản phim) (La Mã) Lời bài hát
Futari no aida toorisugita kaze wa
Doko kara sabishisa wo hakondekita no
Naitari shita sono ato no sora wa
Yake ni sukitootteitari shitanda
Itsumo wa togatte tachichi no kotoba ga
Kyou wa atatakaku kanjimashita
Yasashisa mo egao mo yume no katarikata mo
Shiranakute zenbu kimi wo maneta yo
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake de ii kara
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake kuttsuiteiyou ka
Bokura taimufuraiyaa toki wo kakeagaru kuraima
Toki no kakurenbo hagurekko wa mou iya nanda
Ureshikute naku nowa kanashikute warau bây giờ
Kimi no kokoro ga kimi wo oikoshitanda yo
Hoshi ni made negatte te ni ireta omocha mo
Heya no sumikko ni ima korogatteru
Kanaetai yume mo kyou de hyakko dekita yo
Tatta hitotsu to itsuka koukanko shiyou
Itsumo wa shaberanai ano ko ni kyou wa
Houkago ""mata ashita"" to koe wo kaketa
Narenai koto mo tama ni nara ii ne
Toku ni anata ga tonari ni itara

Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake de ii kara
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake kuttsuiteiyou yo
Bokura taimufuraiyaa kimi wo shitteitanda
Boku ga boku no namae wo oboeru yori zutto mae ni
Kimi no inai sekai ni mo
Nanika no imi wa kitto atte
Demo kimi no inai sekai nado
natsuyasumi no nai hachigatsu không bạn
Kimi no inai sekai nado
Warau koto nai santa no you
Kimi no inai sekai nado
Bokura taimufuraiyaa toki wo kakeagaru kuraimaa
Toki no kakurenbo hagurekko wa mou iya nanda
Nandemo nai ya yappari nandemo nai ya
Ima kara iku yo
Bokura taimufuraiyaa toki wo kakeagaru kuraimaa
Toki no kakurenbo hagurekko wa mou ii yo
Kimi wa hade na kuraiyaa sono namida tometemitai na
Dakedo kimi wa kobanda
Koboreru mama no namida wo mite wakatta
Ureshikute naku no wa kanashikute warau nowa
Boku no kokoro ga boku wo oikoshitanda yo"
qtS5UdGcTS4,"Mỹ Tâm, Hòa Minzy, Phương Mỹ Chi cùng các nghệ sĩ hòa giọng tại Lễ diễu binh, diễu hành A80 | VTV24","Mỹ Tâm, Hòa Minzy, Phương Mỹ Chi cùng các nghệ sĩ hòa giọng tại Lễ diễu binh, diễu hành A80",VTV24,
Zuk5zGv5Un4,SƠN TÙNG M-TP | SKY DECADE | Nắng Ấm Ngang Qua,Nắng Ấm Ngang Qua,Sơn Tùng M-TP Official,"3 Contributors
Nắng Ấm Ngang Qua Lyrics
(Ánh bình minh sẽ không còn nơi đây)
(Ánh bình minh sẽ không còn nơi đây)
(M-TP)
Theo thời gian những hạt mưa như nặng thêm
Xóa hết thương yêu mặn nồng ngày nào giữa chúng ta
Giơ bàn tay, cố kìm nén những cảm xúc
Vùi mình vào đêm đen, ôi anh chẳng tìm thấy lối ra
Sau lưng là tiếng nói yêu anh chẳng rời xa anh (anh)
Trước mắt anh điều đấy dối trá tại sao người vội quên mau
Bài ca anh viết sẽ không được trọn vẹn đâu em (em)
Em yêu một ai (mãi chẳng là anh đâu)
Vậy thì người cứ bước đi xa, ánh bình minh sẽ không còn nơi đây
Bước đi xa nơi này, sẽ không còn nơi đây
Phải tự đứng lên mà thôi, che nhẹ đi những niềm đau và nỗi buồn
Xung quanh anh giờ đây cô đơn mình anh ôm giấc mơ
Nhìn em bước ra đi xa dần (hah-ah-ah)
Nhìn em bước ra đi xa dần (hah-ah-ah)
Nhìn em bước ra đi xa dần (hah-ah-ah)
Bước ra đi xa dần (hah-ah-ah)

Không còn em ngày mưa mình anh về trên con đường sao quá xa
Những hồi ức còn nguyên vẹn như ngày hôm qua cứ mãi thiết tha
Em buông tay nhưng anh nắm (nắm)
Em vô tâm vội vàng lạnh lùng lắm (lắm)
Vứt đi hết lời yêu từng trao nhau quay lưng mặc cho anh có đứng phía sau
Sau lưng là tiếng nói yêu anh chẳng rời xa anh (anh)
Trước mắt anh điều đấy dối trá tại sao người vội quên mau
Bài ca anh viết sẽ không được trọn vẹn đâu em (em)
Em yêu một ai (mãi chẳng là anh đâu)
Vậy thì người cứ bước đi xa, ánh bình minh sẽ không còn nơi đây
Bước đi xa nơi này, sẽ không còn nơi đây
Phải tự đứng lên mà thôi, che nhẹ đi những niềm đau và nỗi buồn
Xung quanh anh giờ đây cô đơn mình anh ôm giấc mơ
Nhìn em bước ra đi xa dần (hah-ah-ah)
Nhìn em bước ra đi xa dần (hah-ah-ah)
Nhìn em bước ra đi xa dần (hah-ah-ah)
Bước ra đi xa dần (hah-ah-ah)
Nhìn em bước ra đi xa dần
(Ánh bình minh sẽ không còn nơi đây)
(Bước đi xa nơi này, sẽ không còn nơi đây)
(Phải tự đứng lên mà thôi, che nhẹ đi những niềm đau và nỗi buồn)
(Xung quanh anh giờ đây ôm giấc mơ)

Ah-ah-ah-ah
Nhìn em bước ra đi xa dần
Ah-ah-ah-ah
Em bước ra đi xa dần
Ah-ah-ah-ah
Nhìn em bước ra đi xa dần
Ah-ah-ah-ah
OK, OK, OK, OK
Ah-ah-ah-ah
Nhìn em bước ra đi xa dần
Ah-ah-ah-ah
Em bước ra đi xa dần
Ah-ah-ah-ah
Nhìn em bước ra đi xa dần
Ah-ah-ah-ah"
21u3flQJbdo,"Đi Trong Hương Tràm - Anh Thơ ft Hồ Quang 8 GÂY SỐT CỘNG ĐỒNG MẠNG | Song Ca BOLERO, St: Thuận Yến",Đi Trong Hương Tràm,Anh Thơ Official,"1 Contributor
Đi Đu Đưa Đi Lyrics
Tựa như chiếc cưa tay mai sắc
Em bước qua trong khoảnh khắc
Nhưng đủ lâu để anh khiến em nhớ mặt
Thường con gái đâu yêu bằng mắt
Sao bỗng nhiên tim lại lắc
Vô tình rơi giày không biết anh có nhặt
Hình như em thích anh, thích thật rồi
Mà yêu thì chắc em thấy chưa đâu
Một người con gái mà kiêu ngạo thì rất là khó để yêu
Phải rủ đi chơi tối nay rồi
Gặp lại để xem có còn thích hay thôi rồi
Rộn ràng thợ săn nhắm con mồi
Bọn mình đi đâu đi anh ơi đi đu đưa đi
Lúc đi hết mình lúc về hết buồn
Lúc đi hết mình lúc về hết buồn
Huyền Baby
, 
Giang Hồng Ngọc
, *Quỳnh Nga*]
Check it, stunning, hot like hell
She's walking in the room, out of a fairy tale
Everyone goes ""ooh-la""
They just wanna say ""ooh-la-la""
Trong đêm nay em vẫn là người đẹp nhất
Theo em đi anh, anh có còn gì để mất
*Bốn cô xinh ngất, mỗi người một chất
Đi đu đưa đi hội chi em ta cân tất*

Phải rủ đi chơi tối nay rồi
Gặp lại để xem có còn thích hay thôi rồi
Rồi anh thợ săn lại nhắm con mồi
Bọn mình đi đâu đi anh ơi, hey-yeah-i-yeah
Quỳnh Nga
]
Bọn mình đu đưa, lại gần với em
Bọn mình say sưa, đừng ngại mới quen
Bọn mình đu đưa, lại gần với em (
meow
)
Trang Pháp
]
Lúc đi hết mình lúc về buồn
Đư đưa không phải là hư, đu đưa để lắc lư cho hết buồn
Bây giờ không phải ngày xưa, em sao phải ngại đu đưa với chàng
Rộn ràng như tuổi cặp kê, chàng rơi một nhịp để em bắt nào
Cây si là cây nắng vàng, chàng si tình lại bảo cần tia em
Giang Hồng Ngọc
, 
Trang Pháp, 
Huyền Baby
, *Quỳnh Nga*, 
*Giang Hồng Ngọc & Trang Pháp*
]
Hey-yeah-eh
(Phải rủ đi chơi tối nay rồi
Gặp lại để xem có còn thích hay thôi rồi
Rộn ràng thợ săn nhắm con mồi
Bọn mình đi đâu đi anh ơi đi đu đưa đi)
Hey-yeah-eh
Oh baby, oh baby
*Mình đu đưa đi
Mình đu đưa đi
Mình đu đưa đi* (
*hey-yeah*
)"
8q2lBNbdsEo,"84GRND | Def Jam Exclusive Cypher ft. Obito, Right & Seachains #BBMLA",Def Jam Exclusive Cypher,84GRND,"5 Contributors
Def Jam Exclusive Cypher Lyrics
Để xem nào, biết bố mày là ai không?
Động vào bố mày là sai
Bố mày đẹp trai
Bố mày oai
Seachains
Gia đình là khối tài sản lớn nhất ở trên đời mà tôi có. uh chains
Anh em chổ dựa vững vàng mà tôi không thể chối bỏ. uh chains
Hai thứ đó cộng lại OTĐ biến thành hình xăm trên tay
Tinh thần và vật chất giá trị như chiếc đồng hồ nhiều năm lên dây. chains
Tặng tao căn nhà khi giàu không bằng ba tháng tiền nhà ngày đó. uh chains
Cảm ơn điếu K ngày nào, chữ respect dành riêng cho Phú Nhỏ. chains
Khi kẻ ghen ghét tao được ra khỏi giếng tao đã ở cung trăng bắn bủn
Tao chỉ đau khi tao bị chơi xấu, tao không bao h đau bởi vài câu punch ngắn ngủn
Chiều chiều chill chill chơi chơi, chains châm cho cháy cháy
Chan chứa trong trận chiến, trên chiến trường chưa chết chains chưa chạy
Thay vì đi soi mói tao tự đi soi sáng đời tao
Thắng mày từ đời trước, chấp mày luôn cả bán đời sau
Right
Right nhảy vào chơi này
Thấy anh nói và làm, mấy thằng rảnh rỗi thích xỉa xói và xàm
Khi anh tới là làm, họ nhìn bọn anh như chó sói cả đàn
Bọn anh từng đói và càn, giờ anh xuất hiện cùng với khói và vàng
Anh nói với cả đàn, tham lam cho đến ngày cuộc chơi hạ màn
U, trai hà nội, không văn vở
U, selling dope, get some mo
U, trông thư sinh, nhưng xăm trổ
U, đầu cắt moi, như dân tổ
Shh, yên tâm, tiền và anh có duyên âm
Đi từ trap house lên vtv chắc cũng phải có nguyên nhân
Shh, alright, def jam thấy anh ngon zai
Liên hệ trả lương on mic để anh lo phần còn lại

Obito
Tao đi từ tệ nạn, tao đến từ vùng đất nguy hiểm không an toàn nên im out
Tao đặc biệt đến nỗi mọi người tưởng tao bị khùng giờ tao trả lại ngón giữa nên không sao
Tao thách mày dám khùng giống như tao, cầm mic và tao rap giữa họp báo
Nhìn tao break all the rules, nhiều thằng chửi, nhiе̂̀u thằng ghét và nhiều thằng cũng mong muốn được như tao
Man i come just to murdеr this shit, little wack man u sound like a bitch
Catch up when im making a move, man i got the whole gang in da Stu
Nếu tao thích thì tao làm man i do it, money in the bag and i do it
Check mail qua điện thoại, xong ký bản hợp đồng, sắp xếp đúng mọi mặt như là rubick
Man i walk on the street like im icon
Flow tao giết kill the beat như là Tyson
Người miền tây tao chân chất nên là khoai to
Mày muốn mua đc tụi tao à hell nah
Tương lai ngồi trên maybach ride with da gangz, bitch im the shit nên anh chưa bao giờ than
U know that i lit khi anh bước vô phòng thu, anh keep it A$AP cause im the man"
hMwJggT9WSY,tlinh - nếu lúc đó | OFFICIAL VISUALIZER,,tlinh,"4 người đóng góp
Bản dịch
Tiếng Việt
Nger, Nân - Tình Đắng Như Ly Cà Phê (English Translation) Lyrics
Vậy ra đây là cảm giác khao khát
Hai mươi bốn giờ
Nghĩ đến anh, nghĩ đến anh
Để những đám mây trôi qua kẽ ngón tay
Để làn khói bay nhẹ
Chìm sâu vào giai điệu nhẹ nhàng
Tôi đã sa ngã, tôi đã yêu, tôi bị cuốn hút
Nhưng sao tôi không nói to
Mỗi lời bài hát anh viết cho em
Bây giờ bay đi nơi nào đó rất xa
Một ngôi sao băng trôi qua tình yêu bao la của chúng ta
Nụ hôn ấm áp ấy
Giờ tôi chỉ ngồi đây đốt thuốc lá
Chờ đợi và khao khát
Tôi thích em, tôi yêu em nhưng tôi không nói ra
Anh thực sự muốn em là của anh
Nhưng tôi sợ tôi không thể chịu đựng được
Dù trái tim tôi vẫn chân thật
Bạn vẫn yêu người khác nhiều hơn
Kể cả khi nước mắt trào ra, son môi của em cũng đã mỏng đi
Trái tim tôi đã tan vỡ bấy lâu nay
Dù nó có vỡ nát lần nữa thì cũng không sao
Chiếc điện thoại đang nằm trên bàn
Đột nhiên sáng lên với một vài thông báo
Cũng như mọi ngày - bạn rủ tôi đi uống cà phê
Và đột nhiên trái tim tôi rung động - hóa ra đây là cảm giác của tình yêu
Cuộc sống luôn có chút khó khăn và giờ em như một bông hoa bị mất
Tôi gửi cảm xúc của mình vào gió - đêm nay, giấc ngủ sẽ không dễ dàng đến
Hồn tôi bỏ lại cùng ngòi bút, Hà Nội mưa tháng bảy không ngớt
Mắt dán vào Facebook chờ đợi
Chỉ vì chấm xanh nhỏ đó

Tôi đã sa ngã, tôi đã yêu, tôi bị cuốn hút
Nhưng sao tôi không nói to
Mỗi lời bài hát anh viết cho em
Bây giờ bay đi nơi nào đó rất xa
Một ngôi sao băng trôi qua tình yêu bao la của chúng ta
Nụ hôn ấm áp ấy
Giờ tôi chỉ ngồi đây đốt thuốc lá
Chờ đợi và khao khát
Vậy đây là tình yêu
Đắng như ly cà phê
Vậy ra đây chính là cảm giác khao khát
Hai mươi bốn giờ
Nghĩ đến anh, nghĩ đến anh
Để mây trôi qua kẽ tay
Để làn khói bay nhẹ
Chìm sâu vào giai điệu nhẹ nhàng
Tình yêu là như vậy
Đắng như ly cà phê
Vậy ra đây chính là cảm giác khao khát
Hai mươi bốn giờ
Nghĩ đến anh, nghĩ đến anh"
xJjOvlXr0Qc,SOJU LOVE - Obito | Official Music Video,SOJU LOVE,Obito Official,"4 Contributors
Soju Love Lyrics
Balling balling balling yah
Một chút romance say trong mùi đêm
Baby you just look so fine
Mùi hương từ đôi bàn tay anh thơm nhẹ lên còn lâu mà phai
Thấy cô đơn what pick the phone and call me
Chỉ cần đợi anh trong một lúc
Em không cần vội đâu baby
Best tatse on my body ah
Chút hương hoa so sexy yah
Kéo qua mau suốt đêm thâu
Nắm tay em nơi đông người qua
Trái tim đôi ta không còn xa
Giữ emm yêu cho riêng mình ta
Tối nay em là super star
Cùng chút yêu thương cho babygirl
Vào cửa hàng lựa soju 2 mình overnight
Mình chuyện trò dù sáng đêm
Không quan tâm phải đau vì ai
Spotify n party you and me just so nice
Cạn và cạn cho hết đêm đôi ta say cùng nhau và fly
Người có biết không my girl
Em thật say trông như là thiên thần
Up face or instagram
Anh cầm tay em khiêu vũ đêm
Rồi ngã ra trên thềm nhà
I look right to your face
Và bỗng trái tim đây bồi hồi
Rồi thốt câu nói oh sarang he

Soju balling drinking overnight
Chilling your beauty looking to my eyes
Beef steak. hit it, do some crazy thang
Rolling we feeling flying to the sky
Mình bay đến nơi bầu trời
Nơi vì sao chỉ anh với em
Thoáng hết rược đầy
Môi mình hòa vào chung với men
Nhảy múa với ánh đèn vàng
Màn đêm chỉ ta và nàng
Điệu hát ấy cứ ngân vang
With the soju
Anh must soju boy, you must soju girl
Thành phố buồn này bỗng hóa đẹp và lóng lánh như là thơ
Bỏ hết bao lời chê, em nói sarang he
Anh sẽ làm cho hai đứa cười sause i love you my bae
Chọn một nơi làm kỉ niệm của tình yêu
Chỉ toàn hoa và mây hồng trôi bình yên
Vào cửa hàng lựa soju, 2 mình overnight
Mình chuyện trò dù sáng đêm
Không quan tâm phải đau vì ai
Spotify and party, you and me just so nice
Cạn và cạn cho hết đêm, đôi ta say cùng nhau và fly

Người có biết không my girl
Em thật say trông như là thiên thần
Up face or instagram
Anh cầm tay em khiêu vũ đêm
Rồi ngã ra trên thềm nhà
I look right to your face
Và bỗng trái tim đây bồi hồi
Rồi thốt câu nói oh sarang he
Soju balling, drinking overnight
Chilling your beauty looking to my eyes
Beef steak. hit it, do some crazy thang
Rolling we feeling flying to the sky"
hlU_ugrplVM,Đen - FRIENDSHIP ft. Friends (M/V),Friendship,Đen Vâu Official,"99 người đóng góp
Bản dịch
Hà Lan
người Bồ Đào Nha
srpski
Türkçe
tiếng Tây Ban Nha
Tiếng Ba Lan
ไทย (Thái)
tiếng Ý
Українська
tiếng Đức
người Pháp
Česky
עברית (tiếng Do Thái)
Беларуская
Català
日本語 (tiếng Nhật)
Lời bài hát Hủy hoại tình bạn
""Ruin The Tình bạn"" là ca khúc thứ sáu trong album phòng thu thứ mười hai của Taylor Swift, The Life of a Showgirl. Bài hát kể về sự hối tiếc vì đã không theo đuổi tình cảm người bạn cũ. Người bạn đó có thể là Jeff Lang… 
Đọc thêm
 
Cỏ lấp lánh dưới mưa tháng chín
Cầu vượt xám đầy những cái tên neon
Bạn lái xe (Mm, mm)
Tám mươi lăm (Mm, mm)
Đường Gallatin và Bãi biển Lakeside
Xem trận đấu từ xe Jeep của anh trai bạn
Nụ cười của bạn (Mm, mm)
Dặm rộng
Và đó không phải là một lời mời
Dù sao thì cũng nên hôn em
Dù sao thì cũng nên hôn em
Và nó không thuận tiện, không
Nhưng bạn gái của bạn đã đi vắng
Dù sao thì cũng nên hôn em, này
Sàn gỗ sáng bóng dưới chân tôi
Quả cầu disco khiến mọi thứ trông rẻ tiền
Chúc vui vẻ (Mm, mm)
Đó là vũ hội (Mm, mm)
Chiếc vòng hoa héo lủng lẳng trên cổ tay tôi
Qua vai anh, tôi thoáng thấy
Và thấy (Mm, mm)
Bạn đang nhìn tôi

Và đó không phải là một lời mời
Nhưng khi bài hát 50 Cent được phát (Bài hát được phát)
Dù sao thì cũng nên hôn em (Dù sao đi nữa)
Và nó không (Và nó không) thuận tiện (Tiện lợi), không
Đó sẽ là sai lầm tốt nhất
Dù sao thì cũng nên hôn em, này
Đừng làm cho nó khó xử trong tiết thứ hai
Có thể khiến người yêu cũ của bạn tức giận, gần đây chúng ta vẫn ổn
Giữ bạn bè là an toàn, không có nghĩa là bạn nên làm vậy
Đừng làm cho nó khó xử trong tiết thứ hai
Có thể khiến người yêu cũ của bạn tức giận, gần đây chúng ta vẫn ổn
Giữ bạn bè là an toàn, không có nghĩa là bạn nên làm vậy
Khi anh ra trường, anh đã mất dấu em
Abigail gọi cho tôi để báo tin xấu
tạm biệt
Và chúng ta sẽ không bao giờ biết tại sao
Đó không phải là một lời mời
Nhưng dù sao tôi cũng đã bay về nhà
Với rất nhiều điều còn lại để nói
Thật không thuận tiện, không
Nhưng tôi thì thầm bên mộ
""Dù sao thì cũng nên hôn em,"" ooh
Và đó không phải (Không phải) một lời mời (Lời mời)
Dù sao thì cũng nên hôn em (Dù sao đi nữa)
Dù sao thì cũng nên hôn em (Dù sao đi nữa)
Và nó không phải—

Lời khuyên của tôi là luôn hủy hoại tình bạn
Thà thế còn hơn là tiếc nuối mãi mãi
Dù sao thì cũng nên hôn em
Và lời khuyên của tôi là hãy luôn trả lời câu hỏi
Thà rằng còn hơn phải hỏi điều đó cả đời
Dù sao thì cũng nên hôn em
Dù sao thì cũng nên hôn em"
ll_b0Xze6C4,"KAITY NGUYỄN - ""Nếu Anh Không Phiền"" ft. SOHO I Official Lyric Video",Nếu Anh Không Phiền,Kaity Nguyen,"1 Contributor
Nếu Anh Không Phiền Lyrics
Em đang buồn lắm
Nhưng nếu anh không phiền thì cho mượn đôi bờ vai
Em đang buồn lắm
Nhưng nếu anh không phiền thì cho mượn đôi bàn tay
Một đôi bàn tay ấm áp có thể lau nước mắt em rơi mỗi khi em thấy chơi vơi
Em biết sẽ thật là ngu ngốc khi em nói ra câu này anh ơi!
Nhưng em thật lòng muốn biết ...
Nếu anh không phiền thì làm người yêu em nhé!
Nếu anh không phiền thì nhận tình yêu em nhé!
Nếu như sau này mình là của nhau ta sẽ
Sẽ thật hạnh phúc dù là có lúc giận hờn
Nếu anh không phiền thì gọi điện cho em nhé!
Chớ có hững hờ lạnh lùng thờ ơ như thế
Và nếu anh không phiền
Vậy mình sẽ cùng tính chuyện trăm năm
SOHO Let's go!
Muốn cần đôi bờ vai hãy tựa vào anh sao em còn hững hờ chờ ai ?
Chắc là sẽ phiền em, nếu anh thương em chưa biết em thương ai
Tình nào mà tình chẳng gian truân
Muốn gọi em là ‘chục chưng’, tình yêu đến đừng quay lưng
Nếu được bên nhau anh muốn mình dài lâu
Dù cho cãi nhau, chỉ ngu ngơ, chỉ là mơ mà thôi
Gần mực thì đen, gần em ấm áp khiến anh có đức tin
Chỉ vài giây để anh nói yêu em, nhưng muốn cả đời này để anh chứng minh
Tình yêu ta chẳng phải là bọt bèo, em có phiền thì để tình anh theo?
Và anh muốn biết, anh muốn biết yah~

Nếu anh không phiền thì làm người yêu em nhé!
Nếu anh không phiền thì nhận tình yêu em nhé!
Nếu như sau này mình là của nhau ta sẽ
Sẽ thật hạnh phúc dù là có lúc giận hờn
Nếu anh không phiền thì gọi điện cho em nhé!
Chớ có hững hờ lạnh lùng thờ ơ như thế
Và nếu anh không phiền
Vậy mình sẽ cùng tính chuyện trăm năm
Don't say goodbye
Baby please say “Hi! And can you be my Valentine?”
Cám ơn cuộc đời vì đã để anh bước đến
Để em ngắm nhìn, một người mà em thương mến
Cảm giác tuyệt vời vì mình được ở cạnh bên, người mà em luôn ước ao
Dẫu cho mai này, dù nghèo, buồn, vui ra sao?
Chúng ta chỉ cần một lòng vì nhau anh nhé
Và biết anh không phiền, vậy mình sẽ tính đến chuyện trăm năm"
_rEtH_Ir0nE,Vì Điều Gì / buitruonglinh (ft. Dangrangto),Vì Điều Gì,buitruonglinh,"5 Contributors
Vì Điều Gì Lyrics
Là bao ngày qua, anh chẳng hay, anh chẳng biết
Sâu tận trong tâm trí em, vẫn đang cứ nghĩ suy điều gì
Em không thể trao, anh niềm tin, như lời nói
Em lại chọn cách giấu đi, hết những vấn vương mãi chưa lành
Nhiều lần thắc mắc anh nghĩ rằng
Do em đã bên anh ta quá lâu
Hay do vết thương chẳng thể vá khâu
Nên anh cứ bắt mình phải tranh đấu
Từng giọt nước mắt lăn dài
Dù anh không nhắc thêm về quá khứ đâu
Nhưng trong đôi mắt em thì lại là cứ sầu
(Chẳng thể khiến em quay về thế giới muôn màu)
Điều mà anh muốn là mình bên nhau
Cùng em thức trắng kể cả đêm thâu
Nhiều lần cố gắng gọi tên
Cho dù em chẳng quên những u sầu
Người ta lo lắng điều gì thêm đâu
Bỏ mặc ký ức lại để em lau
Điều mà anh ta nói thường xuyên
Yêu mình em lại là yêu rất yêu cầu

Vậy nếu như việc bên cạnh anh là sai thì sao cơn mưa cứ vương má em hoài?
Em đã tự cho mình thêm lần hai thì còn điều gì cố níu giữ em lại?
Dặn em phải luôn mộng mơ trong rạn vỡ, anh cũng chỉ mong người luôn rạng rỡ
(Khi tia nắng kia thắp lên bầu trời chiếu xuống đây soi mắt hoen em cười)
Là bao ngày qua, anh chẳng hay, anh chẳng biết
Sâu tận trong tâm trí em, vẫn đang cứ nghĩ suy điều gì
Em không thể trao, anh niềm tin, như lời nói
Em lại chọn cách giấu đi, hết những vấn vương mãi chưa lành
(Yeah, Lả Lướt)
Babe, anh không rõ trong em còn ai từ lâu
Nhớ hay không chẳng nói một câu gì
Acting fine như là chuyện thường
Chạy tới bên anh do em tiện đường
Ước anh có thể phũ phàng hơn
Cũng ước em cho anh được yêu một lần
Giá như tất cả là thật lòng
Còn nếu không vui thì anh cũng không cần
Vậy mà tại sao anh luôn cứ hay đâm đầu vào điều không nên?
Trăm khúc hát cũng như trăm lá thư anh trao tương tư để cho em
Nguyện dành trọn riêng em, nhưng lại chẳng phải nơi em muốn tìm đến
Khi bên anh em lại tương tư ai, em ơi, chặng đường dài này chẳng mấy khi lâu bền
Rối bời, anh ở lại là vì điều chi?
Nuông chiều, dù không cho em được tháng năm diệu kỳ
Nhớ thật nhiều, nụ hôn em give it back to me
Chấp nhận sẽ không thêm một lần níu

Vậy nếu như việc bên cạnh anh là sai thì sao cơn mưa cứ vương má em hoài?
Em đã tự cho mình thêm lần hai thì còn điều gì cố níu giữ em lại?
Dặn em phải luôn mộng mơ trong rạn vỡ, anh cũng chỉ mong người luôn rạng rỡ
Ooh-woah-ooh-woah
Hoàng hôn dần buông bên cạnh anh nhưng lại nhớ
Khi màn mưa kia mãi tuôn khiến em cứ mang theo u buồn
Người chẳng thể nào bỏ buông hết đi
Vì con tim trót ghi tên một người đã lỡ"
